#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Coturnix japonica","Eukaryota;Animals;Birds","7356","SAMN03989050","PRJNA314147","GCA_001577835.2"," Chromosome",927.657,41.3681,"chromosome 1:NC_029516.1/CM003781.1; chromosome 2:NC_029517.1/CM003782.1; chromosome 3:NC_029518.1/CM003783.1; chromosome 4:NC_029519.1/CM003784.1; chromosome 5:NC_029520.1/CM003785.1; chromosome 6:NC_029521.1/CM003786.1; chromosome 7:NC_029522.1/CM003787.1; chromosome 8:NC_029523.1/CM003788.1; chromosome 9:NC_029524.1/CM003789.1; chromosome 10:NC_029525.1/CM003790.1; chromosome 11:NC_029526.1/CM003791.1; chromosome 12:NC_029527.1/CM003792.1; chromosome 13:NC_029528.1/CM003793.1; chromosome 14:NC_029529.1/CM003794.1; chromosome 15:NC_029530.1/CM003795.1; chromosome 16:NC_029531.1/CM003796.1; chromosome 17:NC_029532.1/CM003797.1; chromosome 18:NC_029533.1/CM003798.1; chromosome 19:NC_029534.1/CM003799.1; chromosome 20:NC_029535.1/CM003800.1; chromosome 21:NC_029536.1/CM003801.1; chromosome 22:NC_029537.1/CM003802.1; chromosome 23:NC_029538.1/CM003803.1; chromosome 24:NC_029539.1/CM003804.1; chromosome 25:NC_029540.1/CM003805.1; chromosome 26:NC_029541.1/CM003806.1; chromosome 27:NC_029542.1/CM003807.1; chromosome 28:NC_029543.1/CM003808.1; chromosome Z:NC_029547.1/CM003812.1; linkage group LGE22C19W28_E50C23:NC_029544.1/CM003809.1; linkage group LGE64:NC_029545.1/CM003810.1; mitochondrion MT:NC_003408.1/","LSZS01",2531,40894,"2016-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/835/GCA_001577835.2_Coturnix_japonica_2.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/835/GCF_001577835.2_Coturnix_japonica_2.1"
"Eudromia elegans","Eukaryota;Animals;Birds","44215","SAMN08476458","PRJNA433110","GCA_003342815.1","Scaffold",955.515,41.8,,"PTEX01",2364,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/815/GCA_003342815.1_eudEle1",
"Apteryx haastii","Eukaryota;Animals;Birds","R29945","SAMN08476452","PRJNA433110","GCA_003342985.1","Scaffold",1221.44,40.8,,"PTFD01",4183,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/985/GCA_003342985.1_aptHaa1",
"Pterocnemia pennata","Eukaryota;Animals;Birds","206185","SAMN08476461","PRJNA433110","GCA_003342835.1","Scaffold",1168.29,40.3,,"PTJI01",3019,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/835/GCA_003342835.1_rhePen1",
"Struthio camelus australis","Eukaryota;Animals;Birds","BGI_N308","SAMN02316164","PRJNA263340","GCA_000698965.1","Scaffold",1225.04,41.3,"mitochondrion MT:NC_002785.1/","JJRT01",6915,25438,"2014-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/965/GCA_000698965.1_ASM69896v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1"
"Dromaius novaehollandiae","Eukaryota;Animals;Birds","6597","SAMN08476457","PRJNA484763","GCA_003342905.1","Scaffold",1192.25,41.7,"mitochondrion MT:NC_002784.1/","PTEY01",2778,31311,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/905/GCA_003342905.1_droNov1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1"
"Anomalopteryx didiformis","Eukaryota;Animals;Birds","TW95","SAMN08482543","PRJNA433423","GCA_006937325.1","Scaffold",1190.76,32,,"SZQC01",1909,0,"2019-07-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/937/325/GCA_006937325.1_anoDid_nucDNA_orig",
"Ornithorhynchus anatinus","Eukaryota;Animals;Mammals","Pmale09","SAMN08537700","PRJNA534073","GCA_004115215.2"," Chromosome",1858.55,46.1699,"chromosome 1:NC_041728.1/CM014200.1; chromosome 2:NC_041729.1/CM014201.1; chromosome 3:NC_041730.1/CM014202.1; chromosome 4:NC_041731.1/CM014203.1; chromosome 5:NC_041732.1/CM014204.1; chromosome 6:NC_041733.1/CM014205.1; chromosome 7:NC_041734.1/CM014206.1; chromosome 8:NC_041735.1/CM014207.1; chromosome 9:NC_041736.1/CM014208.1; chromosome 10:NC_041737.1/CM014209.1; chromosome 11:NC_041738.1/CM014210.1; chromosome 12:NC_041739.1/CM014211.1; chromosome 13:NC_041740.1/CM014212.1; chromosome 14:NC_041741.1/CM014213.1; chromosome 15:NC_041742.1/CM014214.1; chromosome 16:NC_041743.1/CM014215.1; chromosome 17:NC_041744.1/CM014216.1; chromosome 18:NC_041745.1/CM014217.1; chromosome 19:NC_041746.1/CM014218.1; chromosome 20:NC_041747.1/CM014219.1; chromosome 21:NC_041748.1/CM014220.1; chromosome X1:NC_041749.1/CM014221.1; chromosome X2:NC_041750.1/CM014222.1; chromosome X3:NC_041751.1/CM014223.1; chromosome X4:NC_041752.1/CM014224.1; chromosome X5:NC_041753.1/CM014225.1; mitochondrion MT:NC_000891.1/CM016609.1","RZJT01",305,43095,"2019-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/215/GCA_004115215.2_mOrnAna1.p.v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/115/215/GCF_004115215.1_mOrnAna1.p.v1"
"Casuarius casuarius","Eukaryota;Animals;Birds","B32419","SAMN08476455","PRJNA433110","GCA_003342895.1","Scaffold",1209,41.4,,"PTFA01",3184,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/895/GCA_003342895.1_casCas1",
"Ciconia boyciana","Eukaryota;Animals;Birds","2881A","SAMD00050841","PRJDB4709","GCA_002002965.1","Scaffold",1364.95,42.1,,"BDFF01",505419,0,"2016-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/965/GCA_002002965.1_Ciconia_boyciana_ver1.0",
"Falco peregrinus","Eukaryota;Animals;Birds","","SAMN02981425","PRJNA198010","GCA_000337955.1","Scaffold",1171.97,41.8,"mitochondrion MT:NC_000878.1/","AKMT01",7021,31140,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/955/GCA_000337955.1_F_peregrinus_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/955/GCF_000337955.1_F_peregrinus_v1.0"
"Gallus gallus","Eukaryota;Animals;Birds","RJF #256","SAMN02981218","PRJNA13342","GCA_000002315.5"," Chromosome",1065.37,42.3032,"chromosome 1:NC_006088.5/CM000093.5; chromosome 2:NC_006089.5/CM000094.5; chromosome 3:NC_006090.5/CM000095.5; chromosome 4:NC_006091.5/CM000096.5; chromosome 5:NC_006092.5/CM000097.5; chromosome 6:NC_006093.5/CM000098.5; chromosome 7:NC_006094.5/CM000099.5; chromosome 8:NC_006095.5/CM000100.5; chromosome 9:NC_006096.5/CM000101.5; chromosome 10:NC_006097.5/CM000102.5; chromosome 11:NC_006098.5/CM000103.5; chromosome 12:NC_006099.5/CM000104.5; chromosome 13:NC_006100.5/CM000105.5; chromosome 14:NC_006101.5/CM000106.5; chromosome 15:NC_006102.5/CM000107.5; chromosome 16:NC_006103.5/CM000108.5; chromosome 17:NC_006104.5/CM000109.5; chromosome 18:NC_006105.5/CM000110.5; chromosome 19:NC_006106.5/CM000111.5; chromosome 20:NC_006107.5/CM000112.5; chromosome 21:NC_006108.5/CM000113.5; chromosome 22:NC_006109.5/CM000114.5; chromosome 23:NC_006110.5/CM000115.5; chromosome 24:NC_006111.5/CM000116.5; chromosome 25:NC_006112.4/CM000124.5; chromosome 26:NC_006113.5/CM000117.5; chromosome 27:NC_006114.5/CM000118.5; chromosome 28:NC_006115.5/CM000119.5; chromosome 30:NC_028739.2/CM003637.2; chromosome 31:NC_028740.2/CM003638.2; chromosome 32:NC_006119.4/CM000120.4; chromosome 33:NC_008465.4/CM000123.5; chromosome W:NC_006126.5/CM000121.5; chromosome Z:NC_006127.5/CM000122.5; mitochondrion MT:NC_040902.1/","AADN05",525,49681,"2004-02-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/315/GCA_000002315.5_GRCg6a","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/315/GCF_000002315.6_GRCg6a"
"Meleagris gallopavo","Eukaryota;Animals;Birds","NT-WF06-2002-E0010","SAMN02981253","PRJNA42129","GCA_000146605.4"," Chromosome",1115.47,41.6144,"chromosome 1:NC_015011.2/CM000962.2; chromosome 2:NC_015012.2/CM000963.2; chromosome 3:NC_015013.2/CM000964.2; chromosome 4:NC_015014.2/CM000965.2; chromosome 5:NC_015015.2/CM000966.2; chromosome 6:NC_015016.2/CM000967.2; chromosome 7:NC_015017.2/CM000968.2; chromosome 8:NC_015018.2/CM000969.2; chromosome 9:NC_015019.2/CM000970.2; chromosome 10:NC_015020.2/CM000971.2; chromosome 11:NC_015021.2/CM000972.2; chromosome 12:NC_015022.2/CM000973.2; chromosome 13:NC_015023.2/CM000974.2; chromosome 14:NC_015024.2/CM000975.2; chromosome 15:NC_015025.2/CM000976.2; chromosome 16:NC_015026.2/CM000977.2; chromosome 17:NC_015027.2/CM000978.2; chromosome 18:NC_015028.2/CM000979.2; chromosome 19:NC_015029.2/CM000980.2; chromosome 20:NC_015030.2/CM000981.2; chromosome 21:NC_015031.2/CM000982.2; chromosome 22:NC_015032.2/CM000983.2; chromosome 23:NC_015033.2/CM000984.2; chromosome 24:NC_015034.2/CM000985.2; chromosome 25:NC_015035.2/CM000986.2; chromosome 26:NC_015036.2/CM000987.2; chromosome 27:NC_015037.2/CM000988.2; chromosome 28:NC_015038.2/CM000989.2; chromosome 29:NC_015039.2/CM000990.2; chromosome 30:NC_015040.2/CM000991.2; chromosome Z:NC_015041.2/CM000993.2; chromosome W:NC_015042.2/CM000992.2; mitochondrion MT:NC_010195.2/JF275060.1","ADDD02",187695,29667,"2010-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/605/GCA_000146605.4_Turkey_5.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.3_Turkey_5.1"
"Rhea americana","Eukaryota;Animals;Birds","MKP2758","SAMN08476460","PRJNA433110","GCA_003343005.1","Scaffold",1160.84,40.2,,"PTEV01",2162,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/005/GCA_003343005.1_rheAme1",
"Equus caballus","Eukaryota;Animals;Mammals","Twilight","SAMN02953672","PRJNA421018","GCA_002863925.1"," Chromosome",2506.97,41.5271,"chromosome 1:NC_009144.3/CM009148.1; chromosome 2:NC_009145.3/CM009149.1; chromosome 3:NC_009146.3/CM009150.1; chromosome 4:NC_009147.3/CM009151.1; chromosome 5:NC_009148.3/CM009152.1; chromosome 6:NC_009149.3/CM009153.1; chromosome 7:NC_009150.3/CM009154.1; chromosome 8:NC_009151.3/CM009155.1; chromosome 9:NC_009152.3/CM009156.1; chromosome 10:NC_009153.3/CM009157.1; chromosome 11:NC_009154.3/CM009158.1; chromosome 12:NC_009155.3/CM009159.1; chromosome 13:NC_009156.3/CM009160.1; chromosome 14:NC_009157.3/CM009161.1; chromosome 15:NC_009158.3/CM009162.1; chromosome 16:NC_009159.3/CM009163.1; chromosome 17:NC_009160.3/CM009164.1; chromosome 18:NC_009161.3/CM009165.1; chromosome 19:NC_009162.3/CM009166.1; chromosome 20:NC_009163.3/CM009167.1; chromosome 21:NC_009164.3/CM009168.1; chromosome 22:NC_009165.3/CM009169.1; chromosome 23:NC_009166.3/CM009170.1; chromosome 24:NC_009167.3/CM009171.1; chromosome 25:NC_009168.3/CM009172.1; chromosome 26:NC_009169.3/CM009173.1; chromosome 27:NC_009170.3/CM009174.1; chromosome 28:NC_009171.3/CM009175.1; chromosome 29:NC_009172.3/CM009176.1; chromosome 30:NC_009173.3/CM009177.1; chromosome 31:NC_009174.3/CM009178.1; chromosome X:NC_009175.3/CM009179.1; mitochondrion MT:NC_001640.1/","PJAA01",4701,60900,"2007-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/925/GCA_002863925.1_EquCab3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/925/GCF_002863925.1_EquCab3.0"
"Gasterosteus aculeatus","Eukaryota;Animals;Fishes","NID","SAMN11077409","PRJNA525775","GCA_006229165.1","Scaffold",467.452,43.5,,"VDFJ01",10242,0,"2019-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/229/165/GCA_006229165.1_NID",
"Drosophila yakuba","Eukaryota;Animals;Insects","Tai18E2","SAMN02952910","PRJNA12366","GCA_000005975.1"," Chromosome",165.71,42.3955,"chromosome X:NC_011091.1/CM000162.2; chromosome 2L:NT_167062.1/CM000157.2; chromosome 2R:NT_167063.1/CM000158.2; chromosome 3L:NT_167064.1/CM000159.2; chromosome 3R:NT_167065.1/CM000160.2; chromosome 4:NC_011090.1/CM000161.2; mitochondrion MT:NC_001322.1/","AAEU02",8123,23317,"2004-07-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/975/GCA_000005975.1_dyak_caf1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/975/GCF_000005975.2_dyak_caf1"
"Tetraodon nigroviridis","Eukaryota;Animals;Fishes","","SAMEA3138311","PRJNA12350","GCA_000180735.1","Scaffold",342.403,46.6,,"CAAE01",25773,27918,"2004-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/735/GCA_000180735.1_ASM18073v1",
"Oncorhynchus mykiss","Eukaryota;Animals;Fishes","Swanson","SAMN05449231","PRJNA390662","GCA_002163495.1"," Chromosome",2179,43.4875,"chromosome 1:NC_035077.1/CM007935.1; chromosome 2:NC_035078.1/CM007936.1; chromosome 3:NC_035079.1/CM007937.1; chromosome 4:NC_035080.1/CM007938.1; chromosome 5:NC_035081.1/CM007939.1; chromosome 6:NC_035082.1/CM007940.1; chromosome 7:NC_035083.1/CM007941.1; chromosome 8:NC_035084.1/CM007942.1; chromosome 9:NC_035085.1/CM007943.1; chromosome 10:NC_035086.1/CM007944.1; chromosome 11:NC_035087.1/CM007945.1; chromosome 12:NC_035088.1/CM007946.1; chromosome 13:NC_035089.1/CM007947.1; chromosome 14:NC_035090.1/CM007948.1; chromosome 15:NC_035091.1/CM007949.1; chromosome 16:NC_035092.1/CM007950.1; chromosome 17:NC_035093.1/CM007951.1; chromosome 18:NC_035094.1/CM007952.1; chromosome 19:NC_035095.1/CM007953.1; chromosome 20:NC_035096.1/CM007954.1; chromosome 21:NC_035097.1/CM007955.1; chromosome 22:NC_035098.1/CM007956.1; chromosome 23:NC_035099.1/CM007957.1; chromosome 24:NC_035100.1/CM007958.1; chromosome 25:NC_035101.1/CM007959.1; chromosome 26:NC_035102.1/CM007960.1; chromosome 27:NC_035103.1/CM007961.1; chromosome 28:NC_035104.1/CM007962.1; chromosome 29:NC_035105.1/CM007963.1; mitochondrion MT:NC_001717.1/","MSJN01",139800,71266,"2017-05-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/495/GCA_002163495.1_Omyk_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/495/GCF_002163495.1_Omyk_1.0"
"Oreochromis niloticus","Eukaryota;Animals;Fishes","F11D_XX","SAMN05859795","PRJNA354796","GCA_001858045.3"," Chromosome",1005.68,40.7187,"linkage group LG1:NC_031965.2/CM007481.2; linkage group LG2:NC_031966.2/CM007482.2; linkage group LG4:NC_031969.2/CM007485.2; linkage group LG5:NC_031970.2/CM007486.2; linkage group LG6:NC_031971.2/CM007487.2; linkage group LG7:NC_031972.2/CM007488.2; linkage group LG8:NC_031973.2/CM007489.2; linkage group LG9:NC_031974.2/CM007490.2; linkage group LG10:NC_031975.2/CM007491.2; linkage group LG11:NC_031976.2/CM007492.2; linkage group LG12:NC_031977.2/CM007493.2; linkage group LG13:NC_031978.2/CM007494.2; linkage group LG14:NC_031979.2/CM007495.2; linkage group LG15:NC_031980.2/CM007496.2; linkage group LG16:NC_031987.2/CM007497.2; linkage group LG17:NC_031981.2/CM007498.2; linkage group LG18:NC_031982.2/CM007499.2; linkage group LG19:NC_031983.2/CM007500.2; linkage group LG20:NC_031984.2/CM007501.2; linkage group LG22:NC_031985.2/CM007502.2; linkage group LG23:NC_031986.2/CM007503.2; linkage group LG3:NC_031967.2/CM007483.2; mitochondrion MT:NC_013663.1/","MKQE02",2460,61679,"2016-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/045/GCA_001858045.3_O_niloticus_UMD_NMBU","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU"
"Ictalurus punctatus","Eukaryota;Animals;Fishes","","SAMN03486842","PRJNA327588","GCA_001660625.1"," Chromosome",783.275,39.8391,"chromosome 1:NC_030416.1/CM004414.1; chromosome 2:NC_030417.1/CM004415.1; chromosome 3:NC_030418.1/CM004416.1; chromosome 4:NC_030419.1/CM004417.1; chromosome 5:NC_030420.1/CM004418.1; chromosome 6:NC_030421.1/CM004419.1; chromosome 7:NC_030422.1/CM004420.1; chromosome 8:NC_030423.1/CM004421.1; chromosome 9:NC_030424.1/CM004422.1; chromosome 10:NC_030425.1/CM004423.1; chromosome 11:NC_030426.1/CM004424.1; chromosome 12:NC_030427.1/CM004425.1; chromosome 13:NC_030428.1/CM004426.1; chromosome 14:NC_030429.1/CM004427.1; chromosome 15:NC_030430.1/CM004428.1; chromosome 16:NC_030431.1/CM004429.1; chromosome 17:NC_030432.1/CM004430.1; chromosome 18:NC_030433.1/CM004431.1; chromosome 19:NC_030434.1/CM004432.1; chromosome 20:NC_030435.1/CM004433.1; chromosome 21:NC_030436.1/CM004434.1; chromosome 22:NC_030437.1/CM004435.1; chromosome 23:NC_030438.1/CM004436.1; chromosome 24:NC_030439.1/CM004437.1; chromosome 25:NC_030440.1/CM004438.1; chromosome 26:NC_030441.1/CM004439.1; chromosome 27:NC_030442.1/CM004440.1; chromosome 28:NC_030443.1/CM004441.1; chromosome 29:NC_030444.1/CM004442.1; mitochondrion MT:NC_003489.1/","LBML01",9975,47978,"2016-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/625/GCA_001660625.1_IpCoco_1.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/625/GCF_001660625.1_IpCoco_1.2"
"Drosophila simulans","Eukaryota;Animals;Insects","w501","SAMN01086904","PRJNA297806","GCA_000754195.3"," Chromosome",124.964,42.9696,"chromosome 2L:NT_479533.1/CM002910.1; chromosome 2R:NT_479534.1/CM002911.1; chromosome 3L:NT_479535.1/CM002912.1; chromosome 3R:NT_479536.1/CM002913.1; chromosome 4:NC_029796.1/CM002916.1; chromosome X:NC_029795.1/CM002914.1; mitochondrion MT:NC_005781.1/","JPYS01",7619,24132,"2014-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/195/GCA_000754195.3_ASM75419v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/195/GCF_000754195.2_ASM75419v2"
"Drosophila mauritiana","Eukaryota;Animals;Insects","mau12","SAMN06827991","PRJNA383250","GCA_004382145.1"," Chromosome",152.317,42.1927,"chromosome 4:CM015612.1; chromosome X:CM015613.1; chromosome 2L:CM015614.1; chromosome 2R:CM015615.1; chromosome 3L:CM015616.1; chromosome 3R:CM015617.1; mitochondrion MT:CM016415.1","NIGA01",353,0,"2019-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/382/145/GCA_004382145.1_ASM438214v1",
"Pan troglodytes","Eukaryota;Animals;Mammals","Yerkes chimp pedigree #C0471 (Clint)","SAMN06272697","PRJNA10627","GCA_002880755.3"," Chromosome",3050.4,40.8082,"chromosome 1:NC_036879.1/CM009238.2; chromosome 2A:NC_036880.1/CM009239.2; chromosome 2B:NC_036881.1/CM009240.2; chromosome 3:NC_036882.1/CM009241.2; chromosome 4:NC_036883.1/CM009242.2; chromosome 5:NC_036884.1/CM009243.2; chromosome 6:NC_036885.1/CM009244.2; chromosome 7:NC_036886.1/CM009245.2; chromosome 8:NC_036887.1/CM009246.2; chromosome 9:NC_036888.1/CM009247.2; chromosome 10:NC_036889.1/CM009248.2; chromosome 11:NC_036890.1/CM009249.2; chromosome 12:NC_036891.1/CM009250.2; chromosome 13:NC_036892.1/CM009251.2; chromosome 14:NC_036893.1/CM009252.2; chromosome 15:NC_036894.1/CM009253.2; chromosome 16:NC_036895.1/CM009254.2; chromosome 17:NC_036896.1/CM009255.2; chromosome 18:NC_036897.1/CM009256.2; chromosome 19:NC_036898.1/CM009257.2; chromosome 20:NC_036899.1/CM009258.2; chromosome 21:NC_036900.1/CM009259.2; chromosome 22:NC_036901.1/CM009260.2; chromosome X:NC_036902.1/CM009261.2; chromosome Y:NC_006492.4/; mitochondrion MT:NC_001643.1/","NBAG03",4432,80811,"2004-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/755/GCA_002880755.3_Clint_PTRv2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/755/GCF_002880755.1_Clint_PTRv2"
"Tribolium castaneum","Eukaryota;Animals;Insects","Georgia GA2","SAMN02953634","PRJNA12540","GCA_000002335.3"," Chromosome",165.944,35.1887,"linkage group LGX:NC_007416.3/CM000276.3; linkage group LG2:NC_007417.3/CM000277.3; linkage group LG3:NC_007418.3/CM000278.3; linkage group LG4:NC_007419.2/CM000279.2; linkage group LG5:NC_007420.3/CM000280.3; linkage group LG6:NC_007421.3/CM000281.3; linkage group LG7:NC_007422.5/CM000282.3; linkage group LG8:NC_007423.3/CM000283.3; linkage group LG9:NC_007424.3/CM000284.3; linkage group LG10:NC_007425.3/CM000285.3; mitochondrion MT:NC_003081.2/","AAJJ02",2149,22611,"2005-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/335/GCA_000002335.3_Tcas5.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/335/GCF_000002335.3_Tcas5.2"
"Macaca mulatta","Eukaryota;Animals;Mammals","AG07107","SAMN09435472","PRJNA528504","GCA_003339765.3"," Chromosome",2971.33,41.1015,"chromosome 1:NC_041754.1/CM014336.1; chromosome 2:NC_041755.1/CM014337.1; chromosome 3:NC_041756.1/CM014338.1; chromosome 4:NC_041757.1/CM014339.1; chromosome 5:NC_041758.1/CM014340.1; chromosome 6:NC_041759.1/CM014341.1; chromosome 7:NC_041760.1/CM014342.1; chromosome 8:NC_041761.1/CM014343.1; chromosome 9:NC_041762.1/CM014344.1; chromosome 10:NC_041763.1/CM014345.1; chromosome 11:NC_041764.1/CM014346.1; chromosome 12:NC_041765.1/CM014347.1; chromosome 13:NC_041766.1/CM014348.1; chromosome 14:NC_041767.1/CM014349.1; chromosome 15:NC_041768.1/CM014350.1; chromosome 16:NC_041769.1/CM014351.1; chromosome 17:NC_041770.1/CM014352.1; chromosome 18:NC_041771.1/CM014353.1; chromosome 19:NC_041772.1/CM014354.1; chromosome 20:NC_041773.1/CM014355.1; chromosome X:NC_041774.1/CM014356.1; chromosome Y:NC_027914.1/CM003438.1; mitochondrion MT:NC_005943.1/","QNVO02",2979,67977,"2015-08-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/765/GCA_003339765.3_Mmul_10","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/765/GCF_003339765.1_Mmul_10"
"Drosophila pseudoobscura","Eukaryota;Animals;Insects","MV2-25","SAMN13616452","PRJNA596268","GCA_009870125.2"," Chromosome",163.283,45.119,"chromosome 2:CM020868.1; chromosome 3:CM020869.1; chromosome 4:CM020870.1; chromosome 5:CM020871.1; chromosome X:CM020872.1; mitochondrion:CM020873.2","WVEN01",70,13,"2020-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/870/125/GCA_009870125.2_UCI_Dpse_MV25",
"Monodelphis domestica","Eukaryota;Animals;Mammals","","SAMN02953611","PRJNA12561","GCF_000002295.2"," Chromosome",3598.44,38.1446,"chromosome 1:NC_008801.1/; chromosome 2:NC_008802.1/; chromosome 3:NC_008803.1/; chromosome 4:NC_008804.1/; chromosome 5:NC_008805.1/; chromosome 6:NC_008806.1/; chromosome 7:NC_008807.1/; chromosome 8:NC_008808.1/; chromosome X:NC_008809.1/; mitochondrion MT:NC_006299.1/","AAFR03",5223,49112,"2004-11-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/295/GCF_000002295.2_MonDom5"
"Loxodonta africana","Eukaryota;Animals;Mammals","ISIS603380","SAMN02953622","PRJNA12569","GCA_000001905.1","Scaffold",3196.74,40.9,"mitochondrion MT:NC_000934.1/","AAGU03",2352,41267,"2005-05-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/905/GCA_000001905.1_Loxafr3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/905/GCF_000001905.1_Loxafr3.0"
"Sorex araneus","Eukaryota;Animals;Mammals","GB8-d","SAMN00210854","PRJNA13689","GCA_000181275.2","Scaffold",2423.16,43.4,,"AALT02",12845,23427,"2005-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/275/GCA_000181275.2_SorAra2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/275/GCF_000181275.1_SorAra2.0"
"Erinaceus europaeus","Eukaryota;Animals;Mammals","Erinaceus europaeus_13Jul2011","SAMN00760989","PRJNA74585","GCA_000296755.1","Scaffold",2715.72,42.4999,"mitochondrion MT:NC_002080.2/","AMDU01",5803,29382,"2012-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/755/GCA_000296755.1_EriEur2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/755/GCF_000296755.1_EriEur2.0"
"Nematostella vectensis","Eukaryota;Animals;Other Animals","CH2 x CH6","SAMN02953687","PRJNA12581","GCA_000209225.1","Scaffold",356.614,41.9,,"ABAV01",10804,34311,"2007-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/225/GCA_000209225.1_ASM20922v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/225/GCF_000209225.1_ASM20922v1"
